,project,keyword,file
11978,ear biometrics,human identification ear,./reports_doc/Group.No_60.pdf
11979,ear biometrics,human trait,./reports_doc/Group.No_60.pdf
11980,ear biometrics,identification ear,./reports_doc/Group.No_60.pdf
11981,ear biometrics,image acquisition,./reports_doc/Group.No_60.pdf
11982,ear biometrics,image compression,./reports_doc/Group.No_60.pdf
11983,ear biometrics,image database,./reports_doc/Group.No_60.pdf
11984,ear biometrics,image image,./reports_doc/Group.No_60.pdf
11985,ear biometrics,image processing,./reports_doc/Group.No_60.pdf
11986,ear biometrics,input pixel,./reports_doc/Group.No_60.pdf
11987,ear biometrics,layout pic,./reports_doc/Group.No_60.pdf
11988,ear biometrics,layout pic board,./reports_doc/Group.No_60.pdf
11989,ear biometrics,maxline maxline,./reports_doc/Group.No_60.pdf
11990,ear biometrics,nd point,./reports_doc/Group.No_60.pdf
11991,ear biometrics,normal max,./reports_doc/Group.No_60.pdf
11992,ear biometrics,optimal edge,./reports_doc/Group.No_60.pdf
11993,ear biometrics,original image,./reports_doc/Group.No_60.pdf
11994,ear biometrics,outer ear,./reports_doc/Group.No_60.pdf
11995,ear biometrics,outer ear shape,./reports_doc/Group.No_60.pdf
11996,ear biometrics,outer edge,./reports_doc/Group.No_60.pdf
11997,ear biometrics,output image,./reports_doc/Group.No_60.pdf
11998,ear biometrics,output pixel,./reports_doc/Group.No_60.pdf
11999,ear biometrics,pattern recognition,./reports_doc/Group.No_60.pdf
12000,ear biometrics,pca component,./reports_doc/Group.No_60.pdf
12001,ear biometrics,pca ear,./reports_doc/Group.No_60.pdf
12002,ear biometrics,pca ear image,./reports_doc/Group.No_60.pdf
12003,ear biometrics,pcb layout,./reports_doc/Group.No_60.pdf
12004,ear biometrics,pic board,./reports_doc/Group.No_60.pdf
12005,ear biometrics,pic controller,./reports_doc/Group.No_60.pdf
12006,ear biometrics,pixel image,./reports_doc/Group.No_60.pdf
12007,ear biometrics,pixel neighborhood,./reports_doc/Group.No_60.pdf
12008,ear biometrics,point maxline,./reports_doc/Group.No_60.pdf
12009,ear biometrics,point normal,./reports_doc/Group.No_60.pdf
12010,ear biometrics,point point,./reports_doc/Group.No_60.pdf
12011,ear biometrics,power supply,./reports_doc/Group.No_60.pdf
12012,ear biometrics,power supply circuit,./reports_doc/Group.No_60.pdf
12013,ear biometrics,red green,./reports_doc/Group.No_60.pdf
12014,ear biometrics,red green blue,./reports_doc/Group.No_60.pdf
12015,ear biometrics,reliability human,./reports_doc/Group.No_60.pdf
12016,ear biometrics,schematic power,./reports_doc/Group.No_60.pdf
12017,ear biometrics,schematic power supply,./reports_doc/Group.No_60.pdf
12018,ear biometrics,second stage,./reports_doc/Group.No_60.pdf
12019,ear biometrics,second vector,./reports_doc/Group.No_60.pdf
12020,ear biometrics,st vector,./reports_doc/Group.No_60.pdf
12021,ear biometrics,structuring element,./reports_doc/Group.No_60.pdf
12022,ear biometrics,supply circuit,./reports_doc/Group.No_60.pdf
12023,ear biometrics,unique individual,./reports_doc/Group.No_60.pdf
12024,ear biometrics,vector image,./reports_doc/Group.No_60.pdf
12025,ear biometrics,vector second,./reports_doc/Group.No_60.pdf
12026,ear biometrics,vk narendra,./reports_doc/Group.No_60.pdf
12027,aerial image analysis using novel feature descriptors,aerial image,./reports_doc/Group.No_61.pdf
12028,aerial image analysis using novel feature descriptors,aerial image munich,./reports_doc/Group.No_61.pdf
12029,aerial image analysis using novel feature descriptors,aerial image object,./reports_doc/Group.No_61.pdf
12030,aerial image analysis using novel feature descriptors,aerial image processing,./reports_doc/Group.No_61.pdf
12031,aerial image analysis using novel feature descriptors,annotation file,./reports_doc/Group.No_61.pdf
12032,aerial image analysis using novel feature descriptors,bias performance,./reports_doc/Group.No_61.pdf
12033,aerial image analysis using novel feature descriptors,bounding box,./reports_doc/Group.No_61.pdf
12034,aerial image analysis using novel feature descriptors,class vehicle,./reports_doc/Group.No_61.pdf
12035,aerial image analysis using novel feature descriptors,convolution layer,./reports_doc/Group.No_61.pdf
12036,aerial image analysis using novel feature descriptors,convolutional neural,./reports_doc/Group.No_61.pdf
12037,aerial image analysis using novel feature descriptors,convolutional neural network,./reports_doc/Group.No_61.pdf
12038,aerial image analysis using novel feature descriptors,detection aerial,./reports_doc/Group.No_61.pdf
12039,aerial image analysis using novel feature descriptors,detection aerial image,./reports_doc/Group.No_61.pdf
12040,aerial image analysis using novel feature descriptors,detection proposal,./reports_doc/Group.No_61.pdf
12041,aerial image analysis using novel feature descriptors,detection window,./reports_doc/Group.No_61.pdf
12042,aerial image analysis using novel feature descriptors,efficiency accuracy,./reports_doc/Group.No_61.pdf
12043,aerial image analysis using novel feature descriptors,electronics telecommunication,./reports_doc/Group.No_61.pdf
12044,aerial image analysis using novel feature descriptors,extraction hog,./reports_doc/Group.No_61.pdf
12045,aerial image analysis using novel feature descriptors,gil soo,./reports_doc/Group.No_61.pdf
12046,aerial image analysis using novel feature descriptors,histogram oriented,./reports_doc/Group.No_61.pdf
12047,aerial image analysis using novel feature descriptors,histogram oriented gradient,./reports_doc/Group.No_61.pdf
12048,aerial image analysis using novel feature descriptors,hog descriptor,./reports_doc/Group.No_61.pdf
12049,aerial image analysis using novel feature descriptors,hog extraction,./reports_doc/Group.No_61.pdf
12050,aerial image analysis using novel feature descriptors,hog vector,./reports_doc/Group.No_61.pdf
12051,aerial image analysis using novel feature descriptors,image database,./reports_doc/Group.No_61.pdf
12052,aerial image analysis using novel feature descriptors,image munich,./reports_doc/Group.No_61.pdf
12053,aerial image analysis using novel feature descriptors,image object,./reports_doc/Group.No_61.pdf
12054,aerial image analysis using novel feature descriptors,image patch,./reports_doc/Group.No_61.pdf
12055,aerial image analysis using novel feature descriptors,image processing,./reports_doc/Group.No_61.pdf
12056,aerial image analysis using novel feature descriptors,input image,./reports_doc/Group.No_61.pdf
12057,aerial image analysis using novel feature descriptors,intersection union,./reports_doc/Group.No_61.pdf
12058,aerial image analysis using novel feature descriptors,maheshwary movva,./reports_doc/Group.No_61.pdf
12059,aerial image analysis using novel feature descriptors,multiple orientation,./reports_doc/Group.No_61.pdf
12060,aerial image analysis using novel feature descriptors,munich dataset,./reports_doc/Group.No_61.pdf
12061,aerial image analysis using novel feature descriptors,munich overhead,./reports_doc/Group.No_61.pdf
12062,aerial image analysis using novel feature descriptors,neural network,./reports_doc/Group.No_61.pdf
12063,aerial image analysis using novel feature descriptors,number orientation,./reports_doc/Group.No_61.pdf
12064,aerial image analysis using novel feature descriptors,object detection,./reports_doc/Group.No_61.pdf
12065,aerial image analysis using novel feature descriptors,object detector,./reports_doc/Group.No_61.pdf
12066,aerial image analysis using novel feature descriptors,object localization,./reports_doc/Group.No_61.pdf
12067,aerial image analysis using novel feature descriptors,object proposal,./reports_doc/Group.No_61.pdf
12068,aerial image analysis using novel feature descriptors,object proposal method,./reports_doc/Group.No_61.pdf
12069,aerial image analysis using novel feature descriptors,oriented gradient,./reports_doc/Group.No_61.pdf
12070,aerial image analysis using novel feature descriptors,performance efficiency,./reports_doc/Group.No_61.pdf
12071,aerial image analysis using novel feature descriptors,performance hog,./reports_doc/Group.No_61.pdf
12072,aerial image analysis using novel feature descriptors,proposal method,./reports_doc/Group.No_61.pdf
12073,aerial image analysis using novel feature descriptors,selective search,./reports_doc/Group.No_61.pdf
12074,aerial image analysis using novel feature descriptors,standard database,./reports_doc/Group.No_61.pdf
12075,aerial image analysis using novel feature descriptors,support vector,./reports_doc/Group.No_61.pdf
12076,aerial image analysis using novel feature descriptors,support vector machine,./reports_doc/Group.No_61.pdf
12077,aerial image analysis using novel feature descriptors,svm classifier,./reports_doc/Group.No_61.pdf
12078,aerial image analysis using novel feature descriptors,tayara kim,./reports_doc/Group.No_61.pdf
12079,aerial image analysis using novel feature descriptors,traditional method,./reports_doc/Group.No_61.pdf
12080,aerial image analysis using novel feature descriptors,vector machine,./reports_doc/Group.No_61.pdf
12081,aerial image analysis using novel feature descriptors,vehicle detection,./reports_doc/Group.No_61.pdf
12082,aerial image analysis using novel feature descriptors,vehicle detection aerial,./reports_doc/Group.No_61.pdf
12083,aerial image analysis using novel feature descriptors,window object,./reports_doc/Group.No_61.pdf
12084,remote switching using raspberry pi,address space,./reports_doc/Group.No_62.pdf
12085,remote switching using raspberry pi,client putty,./reports_doc/Group.No_62.pdf
12086,remote switching using raspberry pi,dynamic dns,./reports_doc/Group.No_62.pdf
12087,remote switching using raspberry pi,electrical load,./reports_doc/Group.No_62.pdf
12088,remote switching using raspberry pi,generation raspberry,./reports_doc/Group.No_62.pdf
12089,remote switching using raspberry pi,gpio header,./reports_doc/Group.No_62.pdf
12090,remote switching using raspberry pi,graphical desktop,./reports_doc/Group.No_62.pdf
12091,remote switching using raspberry pi,html file,./reports_doc/Group.No_62.pdf
12092,remote switching using raspberry pi,http server,./reports_doc/Group.No_62.pdf
12093,remote switching using raspberry pi,internet thing,./reports_doc/Group.No_62.pdf
12094,remote switching using raspberry pi,ip address,./reports_doc/Group.No_62.pdf
12095,remote switching using raspberry pi,microsdhc size,./reports_doc/Group.No_62.pdf
12096,remote switching using raspberry pi,microsdhc size board,./reports_doc/Group.No_62.pdf
12097,remote switching using raspberry pi,mobile device,./reports_doc/Group.No_62.pdf
12098,remote switching using raspberry pi,network protocol,./reports_doc/Group.No_62.pdf
12099,remote switching using raspberry pi,php code,./reports_doc/Group.No_62.pdf
12100,remote switching using raspberry pi,php hypertext,./reports_doc/Group.No_62.pdf
12101,remote switching using raspberry pi,php parser,./reports_doc/Group.No_62.pdf
12102,remote switching using raspberry pi,php php,./reports_doc/Group.No_62.pdf
12103,remote switching using raspberry pi,php programming,./reports_doc/Group.No_62.pdf
12104,remote switching using raspberry pi,php script,./reports_doc/Group.No_62.pdf
12105,remote switching using raspberry pi,python script,./reports_doc/Group.No_62.pdf
12106,remote switching using raspberry pi,raspberry pi,./reports_doc/Group.No_62.pdf
12107,remote switching using raspberry pi,relay circuit,./reports_doc/Group.No_62.pdf
12108,remote switching using raspberry pi,remote access,./reports_doc/Group.No_62.pdf
12109,remote switching using raspberry pi,saurabh wani,./reports_doc/Group.No_62.pdf
12110,remote switching using raspberry pi,size board,./reports_doc/Group.No_62.pdf
12111,remote switching using raspberry pi,smart device,./reports_doc/Group.No_62.pdf
12112,remote switching using raspberry pi,ssh client,./reports_doc/Group.No_62.pdf
12113,remote switching using raspberry pi,term internet,./reports_doc/Group.No_62.pdf
12114,remote switching using raspberry pi,term internet thing,./reports_doc/Group.No_62.pdf
12115,remote switching using raspberry pi,unsecured network,./reports_doc/Group.No_62.pdf
12116,remote switching using raspberry pi,virtual network,./reports_doc/Group.No_62.pdf
12117,remote switching using raspberry pi,vnc server,./reports_doc/Group.No_62.pdf
12118,remote switching using raspberry pi,web browser,./reports_doc/Group.No_62.pdf
12119,remote switching using raspberry pi,web server,./reports_doc/Group.No_62.pdf
12120,remote switching using raspberry pi,wifi network,./reports_doc/Group.No_62.pdf
12121,remote switching using raspberry pi,wireless automation,./reports_doc/Group.No_62.pdf
12122,handwritten text recognition,alexnet convolutional,./reports_doc/Group.No_63.pdf
12123,handwritten text recognition,artificial neural,./reports_doc/Group.No_63.pdf
12124,handwritten text recognition,artificial neural network,./reports_doc/Group.No_63.pdf
12125,handwritten text recognition,binary image,./reports_doc/Group.No_63.pdf
12126,handwritten text recognition,bounded boundary,./reports_doc/Group.No_63.pdf
12127,handwritten text recognition,character recognition,./reports_doc/Group.No_63.pdf
12128,handwritten text recognition,character recognition neural,./reports_doc/Group.No_63.pdf
12129,handwritten text recognition,convolutional neural,./reports_doc/Group.No_63.pdf
12130,handwritten text recognition,convolutional neural network,./reports_doc/Group.No_63.pdf
12131,handwritten text recognition,dataset image,./reports_doc/Group.No_63.pdf
12132,handwritten text recognition,devanagari character,./reports_doc/Group.No_63.pdf
12133,handwritten text recognition,devanagari character recognition,./reports_doc/Group.No_63.pdf
12134,handwritten text recognition,devanagari script,./reports_doc/Group.No_63.pdf
12135,handwritten text recognition,devanagri script,./reports_doc/Group.No_63.pdf
12136,handwritten text recognition,editable text,./reports_doc/Group.No_63.pdf
12137,handwritten text recognition,editable text file,./reports_doc/Group.No_63.pdf
12138,handwritten text recognition,electronics telecommunication,./reports_doc/Group.No_63.pdf
12139,handwritten text recognition,fig binary,./reports_doc/Group.No_63.pdf
12140,handwritten text recognition,fig binary image,./reports_doc/Group.No_63.pdf
12141,handwritten text recognition,handwritten character,./reports_doc/Group.No_63.pdf
12142,handwritten text recognition,handwritten character recognition,./reports_doc/Group.No_63.pdf
12143,handwritten text recognition,handwritten devanagari,./reports_doc/Group.No_63.pdf
12144,handwritten text recognition,handwritten text,./reports_doc/Group.No_63.pdf
12145,handwritten text recognition,handwritten text recognition,./reports_doc/Group.No_63.pdf
12146,handwritten text recognition,hasnalkar prajakta,./reports_doc/Group.No_63.pdf
12147,handwritten text recognition,image character,./reports_doc/Group.No_63.pdf
12148,handwritten text recognition,image dataset,./reports_doc/Group.No_63.pdf
12149,handwritten text recognition,image handwritten,./reports_doc/Group.No_63.pdf
12150,handwritten text recognition,image input,./reports_doc/Group.No_63.pdf
12151,handwritten text recognition,image single,./reports_doc/Group.No_63.pdf
12152,handwritten text recognition,individual letter,./reports_doc/Group.No_63.pdf
12153,handwritten text recognition,input image,./reports_doc/Group.No_63.pdf
12154,handwritten text recognition,international journal,./reports_doc/Group.No_63.pdf
12155,handwritten text recognition,iosr journal,./reports_doc/Group.No_63.pdf
12156,handwritten text recognition,madhulika gaikwad,./reports_doc/Group.No_63.pdf
12157,handwritten text recognition,marathi character,./reports_doc/Group.No_63.pdf
12158,handwritten text recognition,marathi language,./reports_doc/Group.No_63.pdf
12159,handwritten text recognition,matlab neural,./reports_doc/Group.No_63.pdf
12160,handwritten text recognition,matlab neural network,./reports_doc/Group.No_63.pdf
12161,handwritten text recognition,network toolbox,./reports_doc/Group.No_63.pdf
12162,handwritten text recognition,network trained,./reports_doc/Group.No_63.pdf
12163,handwritten text recognition,neural network,./reports_doc/Group.No_63.pdf
12164,handwritten text recognition,neural network toolbox,./reports_doc/Group.No_63.pdf
12165,handwritten text recognition,neural network trained,./reports_doc/Group.No_63.pdf
12166,handwritten text recognition,number image,./reports_doc/Group.No_63.pdf
12167,handwritten text recognition,number plate,./reports_doc/Group.No_63.pdf
12168,handwritten text recognition,optical character,./reports_doc/Group.No_63.pdf
12169,handwritten text recognition,optical character recognition,./reports_doc/Group.No_63.pdf
12170,handwritten text recognition,pattern recognition,./reports_doc/Group.No_63.pdf
12171,handwritten text recognition,prajakta palkar,./reports_doc/Group.No_63.pdf
12172,handwritten text recognition,px px,./reports_doc/Group.No_63.pdf
12173,handwritten text recognition,recognition gradient,./reports_doc/Group.No_63.pdf
12174,handwritten text recognition,recognition neural,./reports_doc/Group.No_63.pdf
12175,handwritten text recognition,recognition neural network,./reports_doc/Group.No_63.pdf
12176,handwritten text recognition,sample image,./reports_doc/Group.No_63.pdf
12177,handwritten text recognition,segmentation fig,./reports_doc/Group.No_63.pdf
12178,handwritten text recognition,shital hasnalkar,./reports_doc/Group.No_63.pdf
12179,handwritten text recognition,shital hasnalkar prajakta,./reports_doc/Group.No_63.pdf
12180,handwritten text recognition,text file,./reports_doc/Group.No_63.pdf
12181,handwritten text recognition,text recognition,./reports_doc/Group.No_63.pdf
12182,handwritten text recognition,trained image,./reports_doc/Group.No_63.pdf
12183,handwritten text recognition,vowel consonant,./reports_doc/Group.No_63.pdf
12184,handwritten text recognition,word segmentation,./reports_doc/Group.No_63.pdf
12185,analysis of transformer oil using image processing,acidity neutralization,./reports_doc/Group.No_64.pdf
12186,analysis of transformer oil using image processing,acidity neutralization number,./reports_doc/Group.No_64.pdf
12187,analysis of transformer oil using image processing,acidity tan,./reports_doc/Group.No_64.pdf
12188,analysis of transformer oil using image processing,basic ratio,./reports_doc/Group.No_64.pdf
12189,analysis of transformer oil using image processing,basic ratio method,./reports_doc/Group.No_64.pdf
12190,analysis of transformer oil using image processing,ch ppm,./reports_doc/Group.No_64.pdf
12191,analysis of transformer oil using image processing,density discharge,./reports_doc/Group.No_64.pdf
12192,analysis of transformer oil using image processing,discharge energy,./reports_doc/Group.No_64.pdf
12193,analysis of transformer oil using image processing,discharge energy density,./reports_doc/Group.No_64.pdf
12194,analysis of transformer oil using image processing,disp iec,./reports_doc/Group.No_64.pdf
12195,analysis of transformer oil using image processing,disp iec ratio,./reports_doc/Group.No_64.pdf
12196,analysis of transformer oil using image processing,disp thermal,./reports_doc/Group.No_64.pdf
12197,analysis of transformer oil using image processing,disp thermal fault,./reports_doc/Group.No_64.pdf
12198,analysis of transformer oil using image processing,dissipation factor,./reports_doc/Group.No_64.pdf
12199,analysis of transformer oil using image processing,dissolved gas,./reports_doc/Group.No_64.pdf
12200,analysis of transformer oil using image processing,electronics telecommunication,./reports_doc/Group.No_64.pdf
12201,analysis of transformer oil using image processing,energy density,./reports_doc/Group.No_64.pdf
12202,analysis of transformer oil using image processing,entropy method,./reports_doc/Group.No_64.pdf
12203,analysis of transformer oil using image processing,fault detection,./reports_doc/Group.No_64.pdf
12204,analysis of transformer oil using image processing,gas concentration,./reports_doc/Group.No_64.pdf
12205,analysis of transformer oil using image processing,gas method,./reports_doc/Group.No_64.pdf
12206,analysis of transformer oil using image processing,gas method iec,./reports_doc/Group.No_64.pdf
12207,analysis of transformer oil using image processing,gas ratio,./reports_doc/Group.No_64.pdf
12208,analysis of transformer oil using image processing,gas transformer,./reports_doc/Group.No_64.pdf
12209,analysis of transformer oil using image processing,iec basic,./reports_doc/Group.No_64.pdf
12210,analysis of transformer oil using image processing,iec basic ratio,./reports_doc/Group.No_64.pdf
12211,analysis of transformer oil using image processing,iec ratio,./reports_doc/Group.No_64.pdf
12212,analysis of transformer oil using image processing,image processing,./reports_doc/Group.No_64.pdf
12213,analysis of transformer oil using image processing,image processing technique,./reports_doc/Group.No_64.pdf
12214,analysis of transformer oil using image processing,image transformer,./reports_doc/Group.No_64.pdf
12215,analysis of transformer oil using image processing,image transformer oil,./reports_doc/Group.No_64.pdf
12216,analysis of transformer oil using image processing,input image,./reports_doc/Group.No_64.pdf
12217,analysis of transformer oil using image processing,input image transformer,./reports_doc/Group.No_64.pdf
12218,analysis of transformer oil using image processing,interfacial tension,./reports_doc/Group.No_64.pdf
12219,analysis of transformer oil using image processing,international conference,./reports_doc/Group.No_64.pdf
12220,analysis of transformer oil using image processing,key gas,./reports_doc/Group.No_64.pdf
12221,analysis of transformer oil using image processing,key gas method,./reports_doc/Group.No_64.pdf
12222,analysis of transformer oil using image processing,method iec,./reports_doc/Group.No_64.pdf
12223,analysis of transformer oil using image processing,mineral oil,./reports_doc/Group.No_64.pdf
12224,analysis of transformer oil using image processing,neutralization number,./reports_doc/Group.No_64.pdf
12225,analysis of transformer oil using image processing,oil image,./reports_doc/Group.No_64.pdf
12226,analysis of transformer oil using image processing,oil image processing,./reports_doc/Group.No_64.pdf
12227,analysis of transformer oil using image processing,oil property,./reports_doc/Group.No_64.pdf
12228,analysis of transformer oil using image processing,oil sample,./reports_doc/Group.No_64.pdf
12229,analysis of transformer oil using image processing,oil transformer,./reports_doc/Group.No_64.pdf
12230,analysis of transformer oil using image processing,power factor,./reports_doc/Group.No_64.pdf
12231,analysis of transformer oil using image processing,ppm level,./reports_doc/Group.No_64.pdf
12232,analysis of transformer oil using image processing,processing technique,./reports_doc/Group.No_64.pdf
12233,analysis of transformer oil using image processing,property oil,./reports_doc/Group.No_64.pdf
12234,analysis of transformer oil using image processing,ratio method,./reports_doc/Group.No_64.pdf
12235,analysis of transformer oil using image processing,rishika mishra,./reports_doc/Group.No_64.pdf
12236,analysis of transformer oil using image processing,tan transformer,./reports_doc/Group.No_64.pdf
12237,analysis of transformer oil using image processing,thermal fault,./reports_doc/Group.No_64.pdf
12238,analysis of transformer oil using image processing,transformer health,./reports_doc/Group.No_64.pdf
12239,analysis of transformer oil using image processing,transformer oil,./reports_doc/Group.No_64.pdf
12240,analysis of transformer oil using image processing,transformer oil image,./reports_doc/Group.No_64.pdf
12241,analysis of transformer oil using image processing,transformer oil sample,./reports_doc/Group.No_64.pdf
12242,generic vehicle classification using machine learning,actual class,./reports_doc/Group.No_65.pdf
12243,generic vehicle classification using machine learning,anchor box,./reports_doc/Group.No_65.pdf
12244,generic vehicle classification using machine learning,annotation file,./reports_doc/Group.No_65.pdf
12245,generic vehicle classification using machine learning,anusha savadi,./reports_doc/Group.No_65.pdf
12246,generic vehicle classification using machine learning,ap submarine,./reports_doc/Group.No_65.pdf
12247,generic vehicle classification using machine learning,ap submarine tank,./reports_doc/Group.No_65.pdf
12248,generic vehicle classification using machine learning,artificial intelligence,./reports_doc/Group.No_65.pdf
12249,generic vehicle classification using machine learning,average precision,./reports_doc/Group.No_65.pdf
12250,generic vehicle classification using machine learning,batch size,./reports_doc/Group.No_65.pdf
12251,generic vehicle classification using machine learning,batch size subdivision,./reports_doc/Group.No_65.pdf
12252,generic vehicle classification using machine learning,better accuracy,./reports_doc/Group.No_65.pdf
12253,generic vehicle classification using machine learning,bomber fighter,./reports_doc/Group.No_65.pdf
12254,generic vehicle classification using machine learning,bomber fighter jet,./reports_doc/Group.No_65.pdf
12255,generic vehicle classification using machine learning,boundary box,./reports_doc/Group.No_65.pdf
12256,generic vehicle classification using machine learning,bounding box,./reports_doc/Group.No_65.pdf
12257,generic vehicle classification using machine learning,bounding box image,./reports_doc/Group.No_65.pdf
12258,generic vehicle classification using machine learning,bounding box prediction,./reports_doc/Group.No_65.pdf
12259,generic vehicle classification using machine learning,box class,./reports_doc/Group.No_65.pdf
12260,generic vehicle classification using machine learning,box grid,./reports_doc/Group.No_65.pdf
12261,generic vehicle classification using machine learning,box grid cell,./reports_doc/Group.No_65.pdf
12262,generic vehicle classification using machine learning,box image,./reports_doc/Group.No_65.pdf
12263,generic vehicle classification using machine learning,box object,./reports_doc/Group.No_65.pdf
12264,generic vehicle classification using machine learning,box prediction,./reports_doc/Group.No_65.pdf
12265,generic vehicle classification using machine learning,button button,./reports_doc/Group.No_65.pdf
12266,generic vehicle classification using machine learning,class generic,./reports_doc/Group.No_65.pdf
12267,generic vehicle classification using machine learning,class generic vehicle,./reports_doc/Group.No_65.pdf
12268,generic vehicle classification using machine learning,class score,./reports_doc/Group.No_65.pdf
12269,generic vehicle classification using machine learning,classification loss,./reports_doc/Group.No_65.pdf
12270,generic vehicle classification using machine learning,classification machine,./reports_doc/Group.No_65.pdf
12271,generic vehicle classification using machine learning,combat vehicle,./reports_doc/Group.No_65.pdf
12272,generic vehicle classification using machine learning,confidence score,./reports_doc/Group.No_65.pdf
12273,generic vehicle classification using machine learning,configuration file,./reports_doc/Group.No_65.pdf
12274,generic vehicle classification using machine learning,convolutional layer,./reports_doc/Group.No_65.pdf
12275,generic vehicle classification using machine learning,convolutional neural,./reports_doc/Group.No_65.pdf
12276,generic vehicle classification using machine learning,convolutional neural network,./reports_doc/Group.No_65.pdf
12277,generic vehicle classification using machine learning,cost function,./reports_doc/Group.No_65.pdf
12278,generic vehicle classification using machine learning,cpu version,./reports_doc/Group.No_65.pdf
12279,generic vehicle classification using machine learning,cuda platform,./reports_doc/Group.No_65.pdf
12280,generic vehicle classification using machine learning,deep learning,./reports_doc/Group.No_65.pdf
12281,generic vehicle classification using machine learning,dhar anusha,./reports_doc/Group.No_65.pdf
12282,generic vehicle classification using machine learning,dhar anusha savadi,./reports_doc/Group.No_65.pdf
12283,generic vehicle classification using machine learning,electronics telecommunication,./reports_doc/Group.No_65.pdf
12284,generic vehicle classification using machine learning,enemy force,./reports_doc/Group.No_65.pdf
12285,generic vehicle classification using machine learning,entire dataset,./reports_doc/Group.No_65.pdf
12286,generic vehicle classification using machine learning,fighter jet,./reports_doc/Group.No_65.pdf
12287,generic vehicle classification using machine learning,file configuration,./reports_doc/Group.No_65.pdf
12288,generic vehicle classification using machine learning,file configuration file,./reports_doc/Group.No_65.pdf
12289,generic vehicle classification using machine learning,file file,./reports_doc/Group.No_65.pdf
12290,generic vehicle classification using machine learning,file folder,./reports_doc/Group.No_65.pdf
12291,generic vehicle classification using machine learning,file generic,./reports_doc/Group.No_65.pdf
12292,generic vehicle classification using machine learning,file generic vehicle,./reports_doc/Group.No_65.pdf
12293,generic vehicle classification using machine learning,file image,./reports_doc/Group.No_65.pdf
12294,generic vehicle classification using machine learning,file path,./reports_doc/Group.No_65.pdf
12295,generic vehicle classification using machine learning,file training,./reports_doc/Group.No_65.pdf
12296,generic vehicle classification using machine learning,file training file,./reports_doc/Group.No_65.pdf
12297,generic vehicle classification using machine learning,folder image,./reports_doc/Group.No_65.pdf
12298,generic vehicle classification using machine learning,fully convolutional,./reports_doc/Group.No_65.pdf
12299,generic vehicle classification using machine learning,generic vehicle,./reports_doc/Group.No_65.pdf
12300,generic vehicle classification using machine learning,generic vehicle classification,./reports_doc/Group.No_65.pdf
12301,generic vehicle classification using machine learning,geometry manager,./reports_doc/Group.No_65.pdf
12302,generic vehicle classification using machine learning,google colab,./reports_doc/Group.No_65.pdf
12303,generic vehicle classification using machine learning,google colaboratory,./reports_doc/Group.No_65.pdf
12304,generic vehicle classification using machine learning,graphic processing,./reports_doc/Group.No_65.pdf
12305,generic vehicle classification using machine learning,graphic processing unit,./reports_doc/Group.No_65.pdf
12306,generic vehicle classification using machine learning,grayscale image,./reports_doc/Group.No_65.pdf
12307,generic vehicle classification using machine learning,grid cell,./reports_doc/Group.No_65.pdf
12308,generic vehicle classification using machine learning,ground truth,./reports_doc/Group.No_65.pdf
12309,generic vehicle classification using machine learning,gui wa,./reports_doc/Group.No_65.pdf
12310,generic vehicle classification using machine learning,human brain,./reports_doc/Group.No_65.pdf
12311,generic vehicle classification using machine learning,image annotation,./reports_doc/Group.No_65.pdf
12312,generic vehicle classification using machine learning,image annotation file,./reports_doc/Group.No_65.pdf
12313,generic vehicle classification using machine learning,image class,./reports_doc/Group.No_65.pdf
12314,generic vehicle classification using machine learning,image file,./reports_doc/Group.No_65.pdf
12315,generic vehicle classification using machine learning,image image,./reports_doc/Group.No_65.pdf
12316,generic vehicle classification using machine learning,image object,./reports_doc/Group.No_65.pdf
12317,generic vehicle classification using machine learning,image prediction,./reports_doc/Group.No_65.pdf
12318,generic vehicle classification using machine learning,image processing,./reports_doc/Group.No_65.pdf
12319,generic vehicle classification using machine learning,image resolution,./reports_doc/Group.No_65.pdf
12320,generic vehicle classification using machine learning,image size,./reports_doc/Group.No_65.pdf
12321,generic vehicle classification using machine learning,image training,./reports_doc/Group.No_65.pdf
12322,generic vehicle classification using machine learning,input image,./reports_doc/Group.No_65.pdf
12323,generic vehicle classification using machine learning,jet ship,./reports_doc/Group.No_65.pdf
12324,generic vehicle classification using machine learning,joseph redmon,./reports_doc/Group.No_65.pdf
12325,generic vehicle classification using machine learning,jupyter notebook,./reports_doc/Group.No_65.pdf
12326,generic vehicle classification using machine learning,learning network,./reports_doc/Group.No_65.pdf
12327,generic vehicle classification using machine learning,learning rate,./reports_doc/Group.No_65.pdf
12328,generic vehicle classification using machine learning,logistic regression,./reports_doc/Group.No_65.pdf
12329,generic vehicle classification using machine learning,loss function,./reports_doc/Group.No_65.pdf
12330,generic vehicle classification using machine learning,loss loss,./reports_doc/Group.No_65.pdf
12331,generic vehicle classification using machine learning,machine learning,./reports_doc/Group.No_65.pdf
12332,generic vehicle classification using machine learning,main window,./reports_doc/Group.No_65.pdf
12333,generic vehicle classification using machine learning,map layer,./reports_doc/Group.No_65.pdf
12334,generic vehicle classification using machine learning,medium image,./reports_doc/Group.No_65.pdf
12335,generic vehicle classification using machine learning,method geometry,./reports_doc/Group.No_65.pdf
12336,generic vehicle classification using machine learning,method geometry manager,./reports_doc/Group.No_65.pdf
